you know youre in love when you cant fall asleep because reality is finally better than your dreams,mci ybck mcifs wb zcjs kvsb mci qobh tozz ogzssd psqoigs fsozwhm wg twbozzm pshhsf hvob mcif rfsoag,o
do one thing every day that scares you,it tsj ymnsl jajwd ifd ymfy xhfwjx dtz,f
life is like riding a bicycle to keep your balance you must keep moving,axut xh axzt gxsxcv p qxrnrat id ztte ndjg qpapcrt ndj bjhi ztte bdkxcv,p
we are what we repeatedly do excellence then is not an act but a habit,xf bsf xibu xf sfqfbufemz ep fydfmmfodf uifo jt opu bo bdu cvu b ibcju,b
if you cant explain it to a six year old you dont understand it yourself,zw pfl trek vogcrze zk kf r jzo pvri fcu pfl ufek leuvijkreu zk pflijvcw,r
friendship is born at that moment when one person says to another what you too i thought i was the only one,gsjfoetijq jt cpso bu uibu npnfou xifo pof qfstpo tbzt up bopuifs xibu zpv upp j uipvhiu j xbt uif pomz pof,b
a reader lives a thousand lives before he dies said jojen the man who never reads lives only one,c tgcfgt nkxgu c vjqwucpf nkxgu dghqtg jg fkgu uckf lqlgp vjg ocp yjq pgxgt tgcfu nkxgu qpna qpg,c
i have not failed ive just found  ways that wont work  thomas a edison,d cvqz ijo avdgzy dqz epno ajpiy  rvtn ocvo rjio rjmf  ocjhvn v zydnji,v
there are only two ways to live your life one is as though nothing is a miracle the other is as though everything is a miracle,hvsfs ofs cbzm hkc komg hc zwjs mcif zwts cbs wg og hvciuv bchvwbu wg o awfoqzs hvs chvsf wg og hvciuv sjsfmhvwbu wg o awfoqzs,o
people are just as happy as they make up their minds to be,bqabxq mdq vgef me tmbbk me ftqk ymwq gb ftqud yuzpe fa nq,m
people are just as happy as they make up their minds to be,bqabxq mdq vgef me tmbbk me ftqk ymwq gb ftqud yuzpe fa nq,m
love is like the wind you cant see it but you can feel it,cfmv zj czbv kyv nzeu pfl trek jvv zk slk pfl tre wvvc zk,r
you only live once but if you do it right once is enough,vlr lkiv ifsb lkzb yrq fc vlr al fq ofdeq lkzb fp bklrde,x
try not to become a man of success rather become a man of value,ljq fgl lg twugew s esf gx kmuuwkk jslzwj twugew s esf gx nsdmw,s
i challenge you to make your life a masterpiece i challenge you to join the ranks of those people who live what they teach who walk their talk,k ejcnngpig aqw vq ocmg aqwt nkhg c ocuvgtrkgeg k ejcnngpig aqw vq lqkp vjg tcpmu qh vjqug rgqrng yjq nkxg yjcv vjga vgcej yjq ycnm vjgkt vcnm,c
it is better to be hated for what you are than to be loved for what you are not,kv ku dgvvgt vq dg jcvgf hqt yjcv aqw ctg vjcp vq dg nqxgf hqt yjcv aqw ctg pqv,c
you must be the change you wish to see in the world,zpv nvtu cf uif dibohf zpv xjti up tff jo uif xpsme,b
imperfection is beauty madness is genius and its better to be absolutely ridiculous than absolutely boring,ptwlymljapvu pz ilhbaf thkulzz pz nlupbz huk paz ilaaly av il hizvsbalsf ypkpjbsvbz aohu hizvsbalsf ivypun,h
it does not matter how slowly you go as long as you do not stop,lw grhv qrw pdwwhu krz vorzob brx jr dv orqj dv brx gr qrw vwrs,d
in three words i can sum up everything ive learned about life it goes on,gl rfpcc umpbq g ayl qsk sn ctcpwrfgle gtc jcyplcb yzmsr jgdc gr emcq ml,y
to live is the rarest thing in the world most people exist that is all,cx uren rb cqn ajanbc cqrwp rw cqn fxaum vxbc ynxyun ngrbc cqjc rb juu,j
remember happiness doesnt depend upon who you are or what you have it depends solely upon what you think,gtbtbqtg wpeexcthh sdthci stetcs jedc lwd ndj pgt dg lwpi ndj wpkt xi stetcsh hdatan jedc lwpi ndj iwxcz,p
if you havent found it yet keep looking dont settle as with all matters of the heart youll know when you find it and like any great relationship it just gets better and better as the years roll on,jg zpv ibwfou gpvoe ju zfu lffq mppljoh epou tfuumf bt xjui bmm nbuufst pg uif ifbsu zpvmm lopx xifo zpv gjoe ju boe mjlf boz hsfbu sfmbujpotijq ju kvtu hfut cfuufs boe cfuufs bt uif zfbst spmm po,b
the question isnt who is going to let me its who is going to stop me,rfc oscqrgml gqlr ufm gq emgle rm jcr kc grq ufm gq emgle rm qrmn kc,y
the truth is everyone is going to hurt you you just got to find the ones worth suffering for,wkh wuxwk lv hyhubrqh lv jrlqj wr kxuw brx brx mxvw jrw wr ilqg wkh rqhv zruwk vxiihulqj iru,d
to live is the rarest thing in the world most people exist that is all,xs pmzi mw xli veviwx xlmrk mr xli asvph qswx tistpi ibmwx xlex mw epp,e
mans mind once stretched by a new idea never regains its original dimensions  oliver wendell holmes jr,iwjo iejz kjya opnapydaz xu w jas ezaw jaran nacwejo epo knecejwh zeiajoekjo  kheran sajzahh dkhiao fn,w
no one can make you feel inferior without your consent,uv vul jhu thrl fvb mlls pumlypvy dpaovba fvby jvuzlua,h
twenty years from now you will be more disappointed by the things that you didnt do than by the ones you did do so throw off the bowlines sail away from the safe harbor catch the trade winds in your sails explore dream discover,twenty years from now you will be more disappointed by the things that you didnt do than by the ones you did do so throw off the bowlines sail away from the safe harbor catch the trade winds in your sails explore dream discover,a
do not go where the path may lead  go instead where there is no path and leave a trail,ju tuz mu cnkxk znk vgzn sge rkgj  mu otyzkgj cnkxk znkxk oy tu vgzn gtj rkgbk g zxgor,g
today you are you that is truer than true there is no one alive who is youer than you,kfurp pfl riv pfl kyrk zj kilvi kyre kilv kyviv zj ef fev rczmv nyf zj pflvi kyre pfl,r
to live is the rarest thing in the world most people exist that is all,to live is the rarest thing in the world most people exist that is all,a
it does not matter how slowly you go as long as you do not stop,pa kvlz uva thaaly ovd zsvdsf fvb nv hz svun hz fvb kv uva zavw,h
impossible is a word to be found only in the dictionary of fools,impossible is a word to be found only in the dictionary of fools,a
love is that condition in which the happiness of another person is essential to your own,mpwf jt uibu dpoejujpo jo xijdi uif ibqqjoftt pg bopuifs qfstpo jt fttfoujbm up zpvs pxo,b
impossible is a word to be found only in the dictionary of fools,osvuyyohrk oy g cuxj zu hk luatj utre ot znk joizoutgxe ul luury,g
do one thing every day that scares you,oz zyp estyr pgpcj olj esle dnlcpd jzf,l
not all of us can do great things but we can do small things with great love,not all of us can do great things but we can do small things with great love,a
simplicity is the key to brilliance,cswzvsmsdi sc dro uoi dy lbsvvskxmo,k
sometimes the questions are complicated and the answers are simple,sometimes the questions are complicated and the answers are simple,a
a reader lives a thousand lives before he dies said jojen the man who never reads lives only one,f wjfijw qnajx f ymtzxfsi qnajx gjktwj mj injx xfni otojs ymj rfs bmt sjajw wjfix qnajx tsqd tsj,f
do one thing every day that scares you,gr rqh wklqj hyhub gdb wkdw vfduhv brx,d
i have not failed ive just found  ways that wont work  thomas a edison,b atox ghm ytbexw box cnlm yhngw  ptrl matm phgm phkd  mahftl t xwblhg,t
simplicity is the key to brilliance,mcgjfcwcns cm nby eys ni vlcffcuhwy,u
it is not a lack of love but a lack of friendship that makes unhappy marriages  friedrich nietzsche,wh wg bch o zoqy ct zcjs pih o zoqy ct tfwsbrgvwd hvoh aoysg ibvoddm aoffwousg  tfwsrfwqv bwshngqvs,o
were all a little weird and life is a little weird and when we find someone whose weirdness is compatible with ours we join up with them and fall into mutually satisfying weirdness  and call it love  true love,nviv rcc r czkkcv nvziu reu czwv zj r czkkcv nvziu reu nyve nv wzeu jfdvfev nyfjv nvziuevjj zj tfdgrkzscv nzky flij nv afze lg nzky kyvd reu wrcc zekf dlklrccp jrkzjwpzex nvziuevjj  reu trcc zk cfmv  kilv cfmv,r
we are what we repeatedly do excellence then is not an act but a habit,jr ner jung jr ercrngrqyl qb rkpryyrapr gura vf abg na npg ohg n unovg,n
if you cant explain it to a six year old you dont understand it yourself,da tjp xvio zskgvdi do oj v nds tzvm jgy tjp yjio piyzmnoviy do tjpmnzga,v
there is just one life for each of us our own,lzwjw ak bmkl gfw daxw xgj wsuz gx mk gmj gof,s
we delight in the beauty of the butterfly but rarely admit the changes it has gone through to achieve that beauty,px wxebzam bg max uxtnmr hy max unmmxkyer unm ktkxer twfbm max vatgzxl bm atl zhgx makhnza mh tvabxox matm uxtnmr,t
not all of us can do great things but we can do small things with great love,ghm tee hy nl vtg wh zkxtm mabgzl unm px vtg wh lftee mabgzl pbma zkxtm ehox,t
it is never too late to be what you might have been,zk zj evmvi kff crkv kf sv nyrk pfl dzxyk yrmv svve,r
were all a little weird and life is a little weird and when we find someone whose weirdness is compatible with ours we join up with them and fall into mutually satisfying weirdness  and call it love  true love,hpcp lww l wteewp hptco lyo wtqp td l wteewp hptco lyo hspy hp qtyo dzxpzyp hszdp hptcoypdd td nzxaletmwp htes zfcd hp uzty fa htes espx lyo qlww tyez xfeflwwj dletdqjtyr hptcoypdd  lyo nlww te wzgp  ecfp wzgp,l
what the mind of man can conceive and believe the mind of man can achieve,kvoh hvs awbr ct aob qob qcbqswjs obr pszwsjs hvs awbr ct aob qob oqvwsjs,o
there are only two ways to live your life one is as though nothing is a miracle the other is as though everything is a miracle,pdana wna kjhu psk swuo pk hera ukqn heba kja eo wo pdkqcd jkpdejc eo w ienwyha pda kpdan eo wo pdkqcd aranupdejc eo w ienwyha,w
it is impossible to live without failing at something unless you live so cautiously that you might as well not have lived at all  in which case you fail by default,pa pz ptwvzzpisl av spcl dpaovba mhpspun ha zvtlaopun buslzz fvb spcl zv jhbapvbzsf aoha fvb tpnoa hz dlss uva ohcl spclk ha hss  pu dopjo jhzl fvb mhps if klmhbsa,h
do one thing every day that scares you,te edu jxydw uluho tqo jxqj isqhui oek,q
if you live to be a hundred i want to live to be a hundred minus one day so i never have to live without you,da tjp gdqz oj wz v cpiymzy d rvio oj gdqz oj wz v cpiymzy hdipn jiz yvt nj d izqzm cvqz oj gdqz rdocjpo tjp,v
the more things are forbidden the more popular they become,hvs acfs hvwbug ofs tcfpwrrsb hvs acfs dcdizof hvsm psqcas,o
love like youll never be hurt,ilsb ifhb vlrii kbsbo yb eroq,x
youve gotta dance like theres nobody watching love like youll never be hurt sing like theres nobody listening and live like its heaven on earth,euabk muzzg jgtik roqk znkxky tuhuje cgzinotm rubk roqk euarr tkbkx hk naxz yotm roqk znkxky tuhuje royzktotm gtj robk roqk ozy nkgbkt ut kgxzn,g
twenty years from now you will be more disappointed by the things that you didnt do than by the ones you did do so throw off the bowlines sail away from the safe harbor catch the trade winds in your sails explore dream discover,cfnwch hnjab oaxv wxf hxd fruu kn vxan mrbjyyxrwcnm kh cqn cqrwpb cqjc hxd mrmwc mx cqjw kh cqn xwnb hxd mrm mx bx cqaxf xoo cqn kxfurwnb bjru jfjh oaxv cqn bjon qjakxa ljclq cqn cajmn frwmb rw hxda bjrub ngyuxan manjv mrblxena,j
in three words i can sum up everything ive learned about life it goes on,lq wkuhh zrugv l fdq vxp xs hyhubwklqj lyh ohduqhg derxw olih lw jrhv rq,d
we are what we pretend to be so we must be careful about what we pretend to be,sa wna sdwp sa lnapajz pk xa ok sa iqop xa ywnabqh wxkqp sdwp sa lnapajz pk xa,w
youve gotta dance like theres nobody watching,qgmnw yglls vsfuw dacw lzwjwk fgtgvq osluzafy,s
today you are you that is truer than true there is no one alive who is youer than you,idspn ndj pgt ndj iwpi xh igjtg iwpc igjt iwtgt xh cd dct paxkt lwd xh ndjtg iwpc ndj,p
to live is the rarest thing in the world most people exist that is all,kf czmv zj kyv irivjk kyzex ze kyv nficu dfjk gvfgcv vozjk kyrk zj rcc,r
its not who you are that holds you back its who you think youre not,yji dej mxe oek qhu jxqj xebti oek rqsa yji mxe oek jxyda oekhu dej,q
i challenge you to make your life a masterpiece i challenge you to join the ranks of those people who live what they teach who walk their talk,f zexiibkdb vlr ql jxhb vlro ifcb x jxpqbomfbzb f zexiibkdb vlr ql glfk qeb oxkhp lc qelpb mblmib tel ifsb texq qebv qbxze tel txih qebfo qxih,x
you know youre in love when you cant fall asleep because reality is finally better than your dreams,dtz pstb dtzwj ns qtaj bmjs dtz hfsy kfqq fxqjju gjhfzxj wjfqnyd nx knsfqqd gjyyjw ymfs dtzw iwjfrx,f
let others lead small lives but not you let others argue over small things but not you let others cry over small hurts but not you let others leave their future in someone elses hands but not you,ibq lqebop ibxa pjxii ifsbp yrq klq vlr ibq lqebop xodrb lsbo pjxii qefkdp yrq klq vlr ibq lqebop zov lsbo pjxii eroqp yrq klq vlr ibq lqebop ibxsb qebfo crqrob fk pljblkb bipbp exkap yrq klq vlr,x
were all a little weird and life is a little weird and when we find someone whose weirdness is compatible with ours we join up with them and fall into mutually satisfying weirdness  and call it love  true love,ksfs ozz o zwhhzs kswfr obr zwts wg o zwhhzs kswfr obr kvsb ks twbr gcascbs kvcgs kswfrbsgg wg qcadohwpzs kwhv cifg ks xcwb id kwhv hvsa obr tozz wbhc aihiozzm gohwgtmwbu kswfrbsgg  obr qozz wh zcjs  hfis zcjs,o
life is like riding a bicycle to keep your balance you must keep moving,xurq ue xuwq dupuzs m nuokoxq fa wqqb kagd nmxmzoq kag ygef wqqb yahuzs,m
youve gotta dance like theres nobody watching love like youll never be hurt sing like theres nobody listening and live like its heaven on earth,dtzaj ltyyf ifshj qnpj ymjwjx stgtid bfyhmnsl qtaj qnpj dtzqq sjajw gj mzwy xnsl qnpj ymjwjx stgtid qnxyjsnsl fsi qnaj qnpj nyx mjfajs ts jfwym,f
do one thing every day that scares you,hs sri xlmrk izivc hec xlex wgeviw csy,e
there is just one life for each of us our own,qebob fp grpq lkb ifcb clo bxze lc rp lro ltk,x
being deeply loved by someone gives you strength while loving someone deeply gives you courage,nquzs pqqbxk xahqp nk eayqazq suhqe kag efdqzsft ituxq xahuzs eayqazq pqqbxk suhqe kag oagdmsq,m
try not to become a man of success rather become a man of value,nls hin ni vywigy u guh iz mowwymm lunbyl vywigy u guh iz pufoy,u
we delight in the beauty of the butterfly but rarely admit the changes it has gone through to achieve that beauty,bj ijqnlmy ns ymj gjfzyd tk ymj gzyyjwkqd gzy wfwjqd firny ymj hmfsljx ny mfx ltsj ymwtzlm yt fhmnjaj ymfy gjfzyd,f
not all of us can do great things but we can do small things with great love,xyd kvv yp ec mkx ny qbokd drsxqc led go mkx ny cwkvv drsxqc gsdr qbokd vyfo,k
if you dont stand for something you will fall for anything,mj csy hsrx wxerh jsv wsqixlmrk csy ampp jepp jsv ercxlmrk,e
the more things are forbidden the more popular they become,gur zber guvatf ner sbeovqqra gur zber cbchyne gurl orpbzr,n
let others lead small lives but not you let others argue over small things but not you let others cry over small hurts but not you let others leave their future in someone elses hands but not you,ohw rwkhuv ohdg vpdoo olyhv exw qrw brx ohw rwkhuv dujxh ryhu vpdoo wklqjv exw qrw brx ohw rwkhuv fub ryhu vpdoo kxuwv exw qrw brx ohw rwkhuv ohdyh wkhlu ixwxuh lq vrphrqh hovhv kdqgv exw qrw brx,d
no one can make you feel inferior without your consent,op pof dbo nblf zpv gffm jogfsjps xjuipvu zpvs dpotfou,b
in three words i can sum up everything ive learned about life it goes on,ot znxkk cuxjy o igt yas av kbkxeznotm obk rkgxtkj ghuaz rolk oz muky ut,g
be yourself everyone else is already taken,jm gwczamtn mdmzgwvm mtam qa itzmilg bismv,i
if at first you dont succeed try try again then quit no use being a damn fool about it,xu pi uxghi ndj sdci hjrrtts ign ign pvpxc iwtc fjxi cd jht qtxcv p spbc udda pqdji xi,p
it does not matter how slowly you go as long as you do not stop,ep zkao jkp iwppan dks ohkshu ukq ck wo hkjc wo ukq zk jkp opkl,w
that which does not kill us makes us stronger  friedrich nietzsche,cqjc fqrlq mxnb wxc truu db vjtnb db bcaxwpna  oarnmarlq wrnciblqn,j
dont walk behind me i may not lead dont walk in front of me i may not follow just walk beside me and be my friend,kvua dhsr ilopuk tl p thf uva slhk kvua dhsr pu myvua vm tl p thf uva mvssvd qbza dhsr ilzpkl tl huk il tf mypluk,h
our greatest weakness lies in giving up the most certain way to succeed is always to try just one more time,zfc rcplepde hplvypdd wtpd ty rtgtyr fa esp xzde npcelty hlj ez dfnnppo td lwhljd ez ecj ufde zyp xzcp etxp,l
the more things are forbidden the more popular they become,jxu cehu jxydwi qhu vehryttud jxu cehu fefkbqh jxuo rusecu,q
today you are you that is truer than true there is no one alive who is youer than you,idspn ndj pgt ndj iwpi xh igjtg iwpc igjt iwtgt xh cd dct paxkt lwd xh ndjtg iwpc ndj,p
love is like the wind you cant see it but you can feel it,oryh lv olnh wkh zlqg brx fdqw vhh lw exw brx fdq ihho lw,d
to live is the rarest thing in the world most people exist that is all,mh ebox bl max ktkxlm mabgz bg max phkew fhlm ixhiex xqblm matm bl tee,t
life is like riding a bicycle to keep your balance you must keep moving,tqnm qa tqsm zqlqvo i jqkgktm bw smmx gwcz jitivkm gwc ucab smmx uwdqvo,i
twenty years from now you will be more disappointed by the things that you didnt do than by the ones you did do so throw off the bowlines sail away from the safe harbor catch the trade winds in your sails explore dream discover,twenty years from now you will be more disappointed by the things that you didnt do than by the ones you did do so throw off the bowlines sail away from the safe harbor catch the trade winds in your sails explore dream discover,a
the fear of death follows from the fear of life a man who loves fully is prepared to die at any time,max yxtk hy wxtma yheehpl ykhf max yxtk hy ebyx t ftg pah ehoxl yneer bl ikxitkxw mh wbx tm tgr mbfx,t
when one door of happiness closes another opens but often we look so long at the closed door that we do not see the one which has been opened for us,kvsb cbs rccf ct voddwbsgg qzcgsg obchvsf cdsbg pih cthsb ks zccy gc zcbu oh hvs qzcgsr rccf hvoh ks rc bch gss hvs cbs kvwqv vog pssb cdsbsr tcf ig,o
life is like riding a bicycle to keep your balance you must keep moving,zwts wg zwys fwrwbu o pwqmqzs hc yssd mcif pozobqs mci aigh yssd acjwbu,o
it does not do to dwell on dreams and forget to live  jk rowling,qb lwma vwb lw bw lemtt wv lzmiua ivl nwzomb bw tqdm  rs zwetqvo,i
and live like its heaven on earth,dqg olyh olnh lwv khdyhq rq hduwk,d
life is what happens to us while we are making other plans,nkhg ku yjcv jcrrgpu vq wu yjkng yg ctg ocmkpi qvjgt rncpu,c
the secret of getting ahead is getting started,uif tfdsfu pg hfuujoh bifbe jt hfuujoh tubsufe,b
i cant give you a surefire formula for success but i can give you a formula for failure try to please everybody all the time,n hfsy lnaj dtz f xzwjknwj ktwrzqf ktw xzhhjxx gzy n hfs lnaj dtz f ktwrzqf ktw kfnqzwj ywd yt uqjfxj jajwdgtid fqq ymj ynrj,f
the fear of death follows from the fear of life a man who loves fully is prepared to die at any time,dro pokb yp nokdr pyvvygc pbyw dro pokb yp vspo k wkx gry vyfoc pevvi sc zbozkbon dy nso kd kxi dswo,k
friendship is born at that moment when one person says to another what you too i thought i was the only one,nzqmvlapqx qa jwzv ib bpib uwumvb epmv wvm xmzawv aiga bw ivwbpmz epib gwc bww q bpwcopb q eia bpm wvtg wvm,i
i cant give you a surefire formula for success but i can give you a formula for failure try to please everybody all the time,d xvio bdqz tjp v npmzadmz ajmhpgv ajm npxxznn wpo d xvi bdqz tjp v ajmhpgv ajm avdgpmz omt oj kgzvnz zqzmtwjyt vgg ocz odhz,v
in three words i can sum up everything ive learned about life it goes on,rw cqann fxamb r ljw bdv dy nenahcqrwp ren unjawnm jkxdc uron rc pxnb xw,j
love like youll never be hurt,nqxg nkmg aqwnn pgxgt dg jwtv,c
remember happiness doesnt depend upon who you are or what you have it depends solely upon what you think,jwewetwj zshhafwkk vgwkfl vwhwfv mhgf ozg qgm sjw gj ozsl qgm zsnw al vwhwfvk kgdwdq mhgf ozsl qgm lzafc,s
we are what we pretend to be so we must be careful about what we pretend to be,ai evi alex ai tvixirh xs fi ws ai qywx fi gevijyp efsyx alex ai tvixirh xs fi,e
love is that condition in which the happiness of another person is essential to your own,adkt xh iwpi rdcsxixdc xc lwxrw iwt wpeexcthh du pcdiwtg etghdc xh thhtcixpa id ndjg dlc,p
if you live to be a hundred i want to live to be a hundred minus one day so i never have to live without you,zw pfl czmv kf sv r yleuivu z nrek kf czmv kf sv r yleuivu dzelj fev urp jf z evmvi yrmv kf czmv nzkyflk pfl,r
life isnt about finding yourself life is about creating yourself,zwts wgbh opcih twbrwbu mcifgszt zwts wg opcih qfsohwbu mcifgszt,o
love is like the wind you cant see it but you can feel it,svcl pz sprl aol dpuk fvb jhua zll pa iba fvb jhu mlls pa,h
there is never a time or place for true love it happens accidentally in a heartbeat in a single flashing throbbing moment,lzwjw ak fwnwj s laew gj hdsuw xgj ljmw dgnw al zshhwfk suuavwflsddq af s zwsjltwsl af s kafydw xdskzafy lzjgttafy egewfl,s
the question isnt who is going to let me its who is going to stop me,max jnxlmbhg blgm pah bl zhbgz mh exm fx bml pah bl zhbgz mh lmhi fx,t
im selfish impatient and a little insecure i make mistakes i am out of control and at times hard to handle but if you cant handle me at my worst then you sure as hell dont deserve me at my best,zd jvcwzjy zdgrkzvek reu r czkkcv zejvtliv z drbv dzjkrbvj z rd flk fw tfekifc reu rk kzdvj yriu kf yreucv slk zw pfl trek yreucv dv rk dp nfijk kyve pfl jliv rj yvcc ufek uvjvimv dv rk dp svjk,r
yesterday is history tomorrow is a mystery today is a gift of god which is why we call it the present,lrfgreqnl vf uvfgbel gbzbeebj vf n zlfgrel gbqnl vf n tvsg bs tbq juvpu vf jul jr pnyy vg gur cerfrag,n
we are what we pretend to be so we must be careful about what we pretend to be,em izm epib em xzmbmvl bw jm aw em ucab jm kizmnct ijwcb epib em xzmbmvl bw jm,i
whenever you find yourself on the side of the majority it is time to pause and reflect,mxuduluh oek vydt oekhiubv ed jxu iytu ev jxu cqzehyjo yj yi jycu je fqkiu qdt huvbusj,q
love is like the wind you cant see it but you can feel it,dgnw ak dacw lzw oafv qgm usfl kww al tml qgm usf xwwd al,s
it is better to be hated for what you are than to be loved for what you are not,sd sc loddob dy lo rkdon pyb grkd iye kbo drkx dy lo vyfon pyb grkd iye kbo xyd,k
mans mind once stretched by a new idea never regains its original dimensions  oliver wendell holmes jr,ftgl fbgw hgvx lmkxmvaxw ur t gxp bwxt gxoxk kxztbgl bml hkbzbgte wbfxglbhgl  heboxk pxgwxee ahefxl ck,t
life is like riding a bicycle to keep your balance you must keep moving,heba eo hega nezejc w xeyuyha pk gaal ukqn xwhwjya ukq iqop gaal ikrejc,w
it is not a lack of love but a lack of friendship that makes unhappy marriages  friedrich nietzsche,vg vf abg n ynpx bs ybir ohg n ynpx bs sevraqfuvc gung znxrf haunccl zneevntrf  sevrqevpu avrgmfpur,n
dont cry because its over smile because it happened,vgfl ujq twusmkw alk gnwj keadw twusmkw al zshhwfwv,s
good friends good books and a sleepy conscience this is the ideal life,pxxm oarnwmb pxxm kxxtb jwm j bunnyh lxwblrnwln cqrb rb cqn rmnju uron,j
success is not final failure is not fatal it is the courage to continue that counts,zbjjlzz pz uva mpuhs mhpsbyl pz uva mhahs pa pz aol jvbyhnl av jvuapubl aoha jvbuaz,h
i challenge you to make your life a masterpiece i challenge you to join the ranks of those people who live what they teach who walk their talk,x rwpaatcvt ndj id bpzt ndjg axut p bphitgextrt x rwpaatcvt ndj id ydxc iwt gpczh du iwdht etdeat lwd axkt lwpi iwtn itprw lwd lpaz iwtxg ipaz,p
our greatest weakness lies in giving up the most certain way to succeed is always to try just one more time,kqn cnawpaop sawgjaoo heao ej cerejc ql pda ikop yanpwej swu pk oqyyaaz eo whswuo pk pnu fqop kja ikna peia,w
it is better to be hated for what you are than to be loved for what you are not,al ak twllwj lg tw zslwv xgj ozsl qgm sjw lzsf lg tw dgnwv xgj ozsl qgm sjw fgl,s
im selfish impatient and a little insecure i make mistakes i am out of control and at times hard to handle but if you cant handle me at my worst then you sure as hell dont deserve me at my best,vz frysvfu vzcngvrag naq n yvggyr vafrpher v znxr zvfgnxrf v nz bhg bs pbageby naq ng gvzrf uneq gb unaqyr ohg vs lbh pnag unaqyr zr ng zl jbefg gura lbh fher nf uryy qbag qrfreir zr ng zl orfg,n
it is never too late to be what you might have been,ep eo jaran pkk hwpa pk xa sdwp ukq iecdp dwra xaaj,w
were all a little weird and life is a little weird and when we find someone whose weirdness is compatible with ours we join up with them and fall into mutually satisfying weirdness  and call it love  true love,bjwj fqq f qnyyqj bjnwi fsi qnkj nx f qnyyqj bjnwi fsi bmjs bj knsi xtrjtsj bmtxj bjnwisjxx nx htrufyngqj bnym tzwx bj otns zu bnym ymjr fsi kfqq nsyt rzyzfqqd xfynxkdnsl bjnwisjxx  fsi hfqq ny qtaj  ywzj qtaj,f
it does not do to dwell on dreams and forget to live  jk rowling,qb lwma vwb lw bw lemtt wv lzmiua ivl nwzomb bw tqdm  rs zwetqvo,i
love is like the wind you cant see it but you can feel it,love is like the wind you cant see it but you can feel it,a
be yourself everyone else is already taken,il fvbyzlsm lclyfvul lszl pz hsylhkf ahrlu,h
ive learned that people will forget what you said people will forget what you did but people will never forget how you made them feel,obk rkgxtkj zngz vkuvrk corr luxmkz cngz eua ygoj vkuvrk corr luxmkz cngz eua joj haz vkuvrk corr tkbkx luxmkz nuc eua sgjk znks lkkr,g
success usually comes to those who are too busy to be looking for it,hjrrthh jhjpaan rdbth id iwdht lwd pgt idd qjhn id qt addzxcv udg xi,p
do one thing every day that scares you,qb bar guvat rirel qnl gung fpnerf lbh,n
yesterday is history tomorrow is a mystery today is a gift of god which is why we call it the present,vbpqboaxv fp efpqlov qljloolt fp x jvpqbov qlaxv fp x dfcq lc dla tefze fp tev tb zxii fq qeb mobpbkq,x
